trackid,firstposx,firstposy,firstposz,firstpost,momx,momy,momz,charge,chi2ndf,type,hitid,muonid,recox,recoy,recoz,recot
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,29,57,-244.122,79.32,-26.99,455
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,30,57,-230.57,117.481,-29.08,455
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,31,57,-208.892,151.769,-30.79,455
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,32,57,-180.16,180.16,-32.5,455
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,33,-999,-146.408,201.514,-34.65,455
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,34,57,-71.5912,220.335,-38.39,455
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,35,57,-3.34261e-14,207.855,-42,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,36,57,30.4648,192.347,-43.71,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,37,57,56.1592,172.84,-45.04,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,38,57,76.8129,150.754,-46.18,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,39,57,92.3029,127.044,-47.32,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,40,57,103.047,103.047,-48.46,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,41,57,109.674,79.6831,-49.41,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,42,57,113.848,58.0086,-51.31,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,43,57,115.377,37.4884,-53.21,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,44,57,114.567,18.1456,-54.73,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,45,57,112.005,-0,-56.44,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,46,57,107.623,-17.0459,-57.77,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,47,57,101.644,-33.0262,-59.1,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,48,57,94.2106,-48.0027,-60.43,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,49,57,85.6951,-62.2612,-61.57,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,50,57,75.7064,-75.7064,-62.9,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,51,57,64.1902,-88.3502,-64.23,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,52,57,51.1597,-100.407,-65.75,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,53,57,36.2554,-111.583,-67.27,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,54,57,19.3048,-121.886,-68.98,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,55,57,8.01483e-15,-130.896,-71.07,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,56,57,-46.2367,-142.302,-74.68,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,57,57,-72.7322,-142.745,-76.39,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,58,57,-100.846,-138.803,-77.91,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,59,57,-129.715,-129.715,-79.43,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,60,57,-157.859,-114.692,-81.52,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,61,57,-184.015,-93.7604,-83.42,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,62,57,-206.355,-67.049,-85.51,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,63,57,-222.373,-35.2204,-87.22,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,64,57,-231.695,-2.83735e-14,-89.12,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,65,57,-233.633,37.0038,-91.02,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,66,57,-227.497,73.9184,-92.54,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,67,57,-213.641,108.856,-94.44,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,68,57,-192.445,139.819,-96.34,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,69,57,-99.6259,195.527,-101.37,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,70,57,-64.6417,198.947,-103.27,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,71,57,-30.8958,195.068,-104.98,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,72,57,-2.97577e-14,185.044,-106.69,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,73,57,26.9435,170.115,-108.78,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,74,57,49.2577,151.6,-110.87,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,75,57,66.807,131.116,-112.58,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,76,57,79.9065,109.982,-113.91,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,77,57,89.1414,89.1414,-115.24,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,78,57,94.964,68.9954,-116.38,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,79,57,98.1043,49.9866,-117.14,460
7,96.3481,189.094,-1.72,455,120.408,-178.739,2.24434,1,0,0,80,57,99.0466,32.1822,-118.09,460
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,0,57,45.2424,-88.7933,-127.02,460
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,1,57,32.2864,-99.3673,-128.16,460
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,2,57,17.3431,-109.5,-129.11,462.5
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,3,57,7.25365e-15,-118.465,-130.63,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,4,57,-19.8398,-125.264,-132.34,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,5,57,-42.1054,-129.587,-134.05,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,6,57,-66.4619,-130.439,-135.95,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,7,57,-92.3427,-127.099,-137.85,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,8,57,-118.94,-118.94,-139.94,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,9,57,-144.26,-104.811,-141.65,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,10,57,-167.101,-85.1422,-143.74,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,11,57,-186.117,-60.4731,-146.02,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,12,57,-199.854,-31.6537,-148.3,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,13,57,-206.715,-2.53145e-14,-150.39,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,14,57,-206.925,32.7736,-152.2,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,15,57,-199.67,64.8766,-153.24,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,16,57,-185.369,94.4505,-154.19,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,17,57,-164.777,119.717,-155.33,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,18,57,-139.318,139.318,-156.09,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,19,57,-110.953,152.714,-156.28,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,20,57,-81.2121,159.388,-156.47,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,21,57,-51.9319,159.83,-156.85,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,22,57,-24.4684,154.487,-156.85,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,23,57,-2.32604e-14,144.641,-157.04,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,24,57,20.8334,131.537,-157.04,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,25,57,37.9581,116.823,-156.85,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,26,57,51.3265,100.734,-156.47,465
8,45.2424,-88.7933,-127.02,460,-131.839,-117.308,12.0262,1,0,0,27,57,60.9413,83.8785,-156.09,465
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,0,50,-228.952,166.343,15.4,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,1,50,-189.968,189.968,16.54,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,2,50,-149.647,205.972,17.68,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,3,50,-108.338,212.625,18.63,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,4,50,-69.1401,212.791,19.58,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,5,50,-32.8724,207.548,20.34,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,6,50,-3.17761e-14,197.595,21.1,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,7,50,29.1965,184.339,22.05,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,8,50,54.8088,168.684,23,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,9,50,77.158,151.431,23.57,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,10,50,96.5737,132.922,24.33,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,11,50,113.19,113.19,24.9,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,12,50,127.505,92.6379,25.85,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,13,50,139.581,71.1199,26.8,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,14,50,149.711,48.6439,27.56,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,15,50,157.763,24.9872,28.13,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,16,50,163.685,-0,28.89,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,17,50,167.206,-26.4828,29.84,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,18,50,168.073,-54.6101,30.79,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,19,50,165.482,-84.3174,31.74,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,20,50,158.782,-115.362,32.5,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,21,50,147.731,-147.731,33.45,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,22,50,131.22,-180.609,34.78,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,23,50,108.424,-212.795,35.92,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,24,50,78.909,-242.857,36.8597,645
9,-228.952,166.343,15.4,645,193.766,141.392,-5.99154,1,0,0,25,50,42.6214,-269.101,38.39,645
10,-132.268,182.052,61.95,650,117.19,25.7277,-2.97358,1,0,0,0,50,-132.268,182.052,61.95,650
10,-132.268,182.052,61.95,650,117.19,25.7277,-2.97358,1,0,0,1,50,-94.1687,184.816,62.9,650
10,-132.268,182.052,61.95,650,117.19,25.7277,-2.97358,1,0,0,2,50,-57.4803,176.906,64.04,650
10,-132.268,182.052,61.95,650,117.19,25.7277,-2.97358,1,0,0,3,50,-25.176,158.955,65.37,650
10,-132.268,182.052,61.95,650,117.19,25.7277,-2.97358,1,0,0,4,50,-2.15105e-14,133.76,66.89,650
10,-132.268,182.052,61.95,650,117.19,25.7277,-2.97358,1,0,0,5,50,16.5664,104.596,68.6,650
11,224.424,-114.35,-162.93,1020,-85.4228,6.5915,10.8307,1,0,0,0,59,224.424,-114.35,-162.93,1020
11,224.424,-114.35,-162.93,1020,-85.4228,6.5915,10.8307,1,0,0,1,59,174.338,56.6459,-116.38,1020
11,224.424,-114.35,-162.93,1020,-85.4228,6.5915,10.8307,1,0,0,2,59,146.536,23.2091,-111.06,1020
11,224.424,-114.35,-162.93,1020,-85.4228,6.5915,10.8307,1,0,0,3,59,138.035,-0,-107.64,1017.5
11,224.424,-114.35,-162.93,1020,-85.4228,6.5915,10.8307,1,0,0,4,59,135.397,-21.4448,-104.98,1015
11,224.424,-114.35,-162.93,1020,-85.4228,6.5915,10.8307,1,0,0,5,59,138.603,-45.035,-101.56,1015
11,224.424,-114.35,-162.93,1020,-85.4228,6.5915,10.8307,1,0,0,6,59,155.96,-79.4654,-95.39,1017.5
12,155.769,50.6125,-33.45,1015,63.2755,75.3985,8.88644,1,0,0,0,59,155.769,50.6125,-33.45,1015
12,155.769,50.6125,-33.45,1015,63.2755,75.3985,8.88644,1,0,0,1,59,138.4,21.9204,-30.41,1015
12,155.769,50.6125,-33.45,1015,63.2755,75.3985,8.88644,1,0,0,2,59,131.955,-0,-28.13,1015
12,155.769,50.6125,-33.45,1015,63.2755,75.3985,8.88644,1,0,0,3,59,130.086,-20.6037,-26.04,1015
12,155.769,50.6125,-33.45,1015,63.2755,75.3985,8.88644,1,0,0,4,59,145.983,-74.382,-19.77,1015
13,-43.6535,-275.618,15.59,1120,-134.18,106.348,-18.3968,1,0,0,0,87,-43.6535,-275.618,15.59,1120
13,-43.6535,-275.618,15.59,1120,-134.18,106.348,-18.3968,1,0,0,1,87,-78.043,-240.192,20.91,1120
13,-43.6535,-275.618,15.59,1120,-134.18,106.348,-18.3968,1,0,0,2,87,-101.398,-199.004,25.85,1120
13,-43.6535,-275.618,15.59,1120,-134.18,106.348,-18.3968,1,0,0,3,87,-113.929,-113.929,32.88,1120
13,-43.6535,-275.618,15.59,1120,-134.18,106.348,-18.3968,1,0,0,4,87,-107.238,-77.913,34.97,1120
13,-43.6535,-275.618,15.59,1120,-134.18,106.348,-18.3968,1,0,0,5,87,-96.1724,-49.0023,36.87,1120
14,-31.2287,96.1119,-96.0656,1235,17.6339,38.6603,12.1433,1,0,0,0,90,-31.2287,96.1119,-96.0656,1235
14,-31.2287,96.1119,-96.0656,1235,17.6339,38.6603,12.1433,1,0,0,1,90,-17.9376,113.253,-102.32,1235
14,-31.2287,96.1119,-96.0656,1235,17.6339,38.6603,12.1433,1,0,0,2,90,-1.9662e-14,122.265,-107.64,1235
14,-31.2287,96.1119,-96.0656,1235,17.6339,38.6603,12.1433,1,0,0,3,90,19.6615,124.138,-112.77,1235
