trackid,firstposx,firstposy,firstposz,firstpost,momx,momy,momz,charge,chi2ndf,type,hitid,muonid,recox,recoy,recoz,recot
0,-225.113,-163.555,-40.67,85,-5.89676,158.763,-1.59833,1,0,0,0,219,-225.113,-163.555,-40.67,85
0,-225.113,-163.555,-40.67,85,-5.89676,158.763,-1.59833,1,0,0,1,219,-219.345,-111.762,-51.31,85
0,-225.113,-163.555,-40.67,85,-5.89676,158.763,-1.59833,1,0,0,2,219,-199.224,-64.7317,-62.71,85
0,-225.113,-163.555,-40.67,85,-5.89676,158.763,-1.59833,1,0,0,3,219,-166.337,-26.3452,-74.3,85
0,-225.113,-163.555,-40.67,85,-5.89676,158.763,-1.59833,1,0,0,4,219,-124.464,-1.52419e-14,-85.8209,85
1,198.772,31.4824,47.7,145,75.8748,39.5983,-12.0367,1,0,0,0,14,198.772,31.4824,47.7,145
1,198.772,31.4824,47.7,145,75.8748,39.5983,-12.0367,1,0,0,1,14,163.685,-0,41.0004,145
1,198.772,31.4824,47.7,145,75.8748,39.5983,-12.0367,1,0,0,2,14,152.099,-24.0901,37.06,145
1,198.772,31.4824,47.7,145,75.8748,39.5983,-12.0367,1,0,0,3,14,148.084,-48.1155,33.64,145
1,198.772,31.4824,47.7,145,75.8748,39.5983,-12.0367,1,0,0,4,14,151.092,-76.9854,29.46,145
2,-59.8089,-82.3198,116.57,195,-29.3478,-10.5388,-12.6917,1,0,0,0,277,-59.8089,-82.3198,116.57,195
2,-59.8089,-82.3198,116.57,195,-29.3478,-10.5388,-12.6917,1,0,0,1,277,-82.5583,-82.5583,126.004,195
2,-59.8089,-82.3198,116.57,195,-29.3478,-10.5388,-12.6917,1,0,0,2,277,-98.4533,-71.5305,121.89,195
2,-59.8089,-82.3198,116.57,195,-29.3478,-10.5388,-12.6917,1,0,0,3,277,-106.061,-54.0408,124.93,195
2,-59.8089,-82.3198,116.57,195,-29.3478,-10.5388,-12.6917,1,0,0,4,277,-103.58,-33.6553,128.35,195
3,72.6079,99.9362,28.7,200,-6.46401,103.724,-4.15019,1,0,0,0,845,72.6079,99.9362,28.7,200
3,72.6079,99.9362,28.7,200,-6.46401,103.724,-4.15019,1,0,0,1,845,76.5125,76.5125,27.75,200
3,72.6079,99.9362,28.7,200,-6.46401,103.724,-4.15019,1,0,0,2,845,82.4671,59.9159,27.18,200
3,72.6079,99.9362,28.7,200,-6.46401,103.724,-4.15019,1,0,0,3,845,89.6397,45.6737,26.99,200
3,72.6079,99.9362,28.7,200,-6.46401,103.724,-4.15019,1,0,0,4,845,99.1144,32.2042,26.61,200
3,72.6079,99.9362,28.7,200,-6.46401,103.724,-4.15019,1,0,0,5,845,113.352,17.9532,26.04,200
3,72.6079,99.9362,28.7,200,-6.46401,103.724,-4.15019,1,0,0,6,845,144.3,-0,25.66,200
4,133.419,96.9346,32.69,200,-45.825,1.32241,1.18821,1,0,0,0,845,133.419,96.9346,32.69,200
4,133.419,96.9346,32.69,200,-45.825,1.32241,1.18821,1,0,0,1,845,105.935,105.935,31.93,200
4,133.419,96.9346,32.69,200,-45.825,1.32241,1.18821,1,0,0,2,845,89.9576,123.816,31.55,200
4,133.419,96.9346,32.69,200,-45.825,1.32241,1.18821,1,0,0,3,845,85.6153,168.03,30.79,200
4,133.419,96.9346,32.69,200,-45.825,1.32241,1.18821,1,0,0,4,845,146.073,201.053,32.31,200
4,133.419,96.9346,32.69,200,-45.825,1.32241,1.18821,1,0,0,5,845,180.698,180.698,32.5,200
4,133.419,96.9346,32.69,200,-45.825,1.32241,1.18821,1,0,0,6,845,190.208,138.194,33.07,200
5,89.9189,176.476,33.64,202.5,6.73521,29.1411,-4.05,1,0,0,0,845,89.9189,176.476,33.64,202.5
5,89.9189,176.476,33.64,202.5,6.73521,29.1411,-4.05,1,0,0,1,845,142.165,195.673,42.57,200
5,89.9189,176.476,33.64,202.5,6.73521,29.1411,-4.05,1,0,0,2,845,142.735,142.735,51.69,205
5,89.9189,176.476,33.64,202.5,6.73521,29.1411,-4.05,1,0,0,3,845,104.632,144.014,62.9,205
5,89.9189,176.476,33.64,202.5,6.73521,29.1411,-4.05,1,0,0,4,845,142.735,142.735,80.38,205
6,167.464,167.464,80.38,205,24.0282,-28.0992,3.88752,1,0,0,0,845,167.464,167.464,80.38,205
6,167.464,167.464,80.38,205,24.0282,-28.0992,3.88752,1,0,0,1,845,131.966,181.635,84.56,205
6,167.464,167.464,80.38,205,24.0282,-28.0992,3.88752,1,0,0,2,845,118.295,118.295,94.44,205
6,167.464,167.464,80.38,205,24.0282,-28.0992,3.88752,1,0,0,3,845,175.018,127.158,97.67,205
6,167.464,167.464,80.38,205,24.0282,-28.0992,3.88752,1,0,0,4,845,132.003,181.687,101.29,205
7,-98.9076,-98.9076,-131.01,220,13.4151,-84.0648,34.6702,1,0,0,0,874,-98.9076,-98.9076,-131.01,220
7,-98.9076,-98.9076,-131.01,220,13.4151,-84.0648,34.6702,1,0,0,1,874,-105.37,-76.5561,-121.51,220
7,-98.9076,-98.9076,-131.01,220,13.4151,-84.0648,34.6702,1,0,0,2,874,-115.372,-58.785,-112.96,220
7,-98.9076,-98.9076,-131.01,220,13.4151,-84.0648,34.6702,1,0,0,3,874,-130.421,-42.3763,-102.7,220
7,-98.9076,-98.9076,-131.01,220,13.4151,-84.0648,34.6702,1,0,0,4,874,-158.513,-25.106,-87.7108,220
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,0,18,281.674,-44.6128,-75.25,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,1,18,266.167,-86.483,-79.43,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,2,18,245.299,-124.986,-83.42,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,3,18,219.345,-159.363,-87.22,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,4,18,189.43,-189.43,-90.83,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,5,18,155.901,-214.58,-94.82,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,6,18,81.4337,-250.627,-102.13,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,7,18,41.2541,-260.468,-105.93,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,8,18,1.62172e-14,-264.855,-109.73,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,9,18,-41.7297,-263.471,-113.53,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,10,18,-83.2538,-256.229,-117.33,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,11,18,-123.778,-242.928,-121.13,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,12,18,-162.49,-223.649,-125.12,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,13,18,-198.566,-198.566,-129.3,255
8,281.674,-44.6128,-75.25,255,-78.2729,-269.165,26.2201,1,0,0,14,18,-231.027,-167.851,-133.86,255
9,-255.494,83.0149,40.48,272.5,93.525,30.6602,1.7027,1,0,0,0,735,-255.494,83.0149,40.48,272.5
9,-255.494,83.0149,40.48,272.5,93.525,30.6602,1.7027,1,0,0,1,735,-248.999,-126.871,33.45,275
9,-255.494,83.0149,40.48,272.5,93.525,30.6602,1.7027,1,0,0,2,735,-113.113,-36.7525,28.89,275
9,-255.494,83.0149,40.48,272.5,93.525,30.6602,1.7027,1,0,0,3,735,-111.94,-17.7295,28.32,275
9,-255.494,83.0149,40.48,272.5,93.525,30.6602,1.7027,1,0,0,4,735,-113.715,-1.39256e-14,27.56,270
9,-255.494,83.0149,40.48,272.5,93.525,30.6602,1.7027,1,0,0,5,735,-119.165,18.8738,26.61,270
9,-255.494,83.0149,40.48,272.5,93.525,30.6602,1.7027,1,0,0,6,735,-136.225,44.262,24.71,275
10,-120.08,-61.184,29.84,275,-33.9436,-67.9399,-2.76799,1,0,0,0,735,-120.08,-61.184,29.84,275
10,-120.08,-61.184,29.84,275,-33.9436,-67.9399,-2.76799,1,0,0,1,735,-112.185,-36.4511,28.89,275
10,-120.08,-61.184,29.84,275,-33.9436,-67.9399,-2.76799,1,0,0,2,735,-111.377,-17.6403,28.32,275
10,-120.08,-61.184,29.84,275,-33.9436,-67.9399,-2.76799,1,0,0,3,735,-114.095,-1.39721e-14,27.56,272.5
10,-120.08,-61.184,29.84,275,-33.9436,-67.9399,-2.76799,1,0,0,4,735,-120.009,19.0076,26.61,272.5
11,-117.347,-59.7913,45.99,275,-39.05,-154.193,-5.15685,1,0,0,0,735,-117.347,-59.7913,45.99,275
11,-117.347,-59.7913,45.99,275,-39.05,-154.193,-5.15685,1,0,0,1,735,-113.113,-36.7525,45.23,275
11,-117.347,-59.7913,45.99,275,-39.05,-154.193,-5.15685,1,0,0,2,735,-111.94,-17.7295,44.85,275
11,-117.347,-59.7913,45.99,275,-39.05,-154.193,-5.15685,1,0,0,3,735,-113.715,-1.39256e-14,44.28,272.5
11,-117.347,-59.7913,45.99,275,-39.05,-154.193,-5.15685,1,0,0,4,735,-119.165,18.8738,43.71,272.5
11,-117.347,-59.7913,45.99,275,-39.05,-154.193,-5.15685,1,0,0,5,735,-136.225,44.262,43.33,275
12,-228.664,74.2975,57.01,275,89.0229,15.0885,1.71965,1,0,0,0,735,-228.664,74.2975,57.01,275
12,-228.664,74.2975,57.01,275,89.0229,15.0885,1.71965,1,0,0,1,735,-238.457,-121.5,50.17,275
12,-228.664,74.2975,57.01,275,89.0229,15.0885,1.71965,1,0,0,2,735,-112.185,-36.4511,45.23,275
12,-228.664,74.2975,57.01,275,89.0229,15.0885,1.71965,1,0,0,3,735,-111.377,-17.6403,44.85,275
12,-228.664,74.2975,57.01,275,89.0229,15.0885,1.71965,1,0,0,4,735,-114.095,-1.39721e-14,44.28,275
12,-228.664,74.2975,57.01,275,89.0229,15.0885,1.71965,1,0,0,5,735,-120.009,19.0076,43.71,275
13,-285.119,45.1584,58.15,275,61.2835,63.7324,-0.976104,1,0,0,0,647,-285.119,45.1584,58.15,275
13,-285.119,45.1584,58.15,275,61.2835,63.7324,-0.976104,1,0,0,1,735,-124.704,-63.5396,61.19,275
13,-285.119,45.1584,58.15,275,61.2835,63.7324,-0.976104,1,0,0,2,735,-117.109,-38.0511,60.43,275
13,-285.119,45.1584,58.15,275,61.2835,63.7324,-0.976104,1,0,0,3,735,-116.068,-18.3834,60.24,275
13,-285.119,45.1584,58.15,275,61.2835,63.7324,-0.976104,1,0,0,4,735,-118.465,-1.45073e-14,60.24,275
13,-285.119,45.1584,58.15,275,61.2835,63.7324,-0.976104,1,0,0,5,735,-125.384,19.8589,59.86,275
13,-285.119,45.1584,58.15,275,61.2835,63.7324,-0.976104,1,0,0,6,735,-145.588,47.3045,60.3011,275
14,-240.67,38.1184,58.15,275,-52.0774,72.5216,-8.17716,1,0,0,0,647,-240.67,38.1184,58.15,275
14,-240.67,38.1184,58.15,275,-52.0774,72.5216,-8.17716,1,0,0,1,647,-258.578,84.0171,62.71,275
14,-240.67,38.1184,58.15,275,-52.0774,72.5216,-8.17716,1,0,0,2,647,-253.594,129.213,66.32,275
14,-240.67,38.1184,58.15,275,-52.0774,72.5216,-8.17716,1,0,0,3,647,-229.182,166.511,70.69,275
14,-240.67,38.1184,58.15,275,-52.0774,72.5216,-8.17716,1,0,0,4,647,-189.766,189.766,73.73,275
15,156.013,-214.733,-6.85,275,23.7617,-80.9707,-4.61121,1,0,0,0,138,156.013,-214.733,-6.85,275
15,156.013,-214.733,-6.85,275,23.7617,-80.9707,-4.61121,1,0,0,1,138,75.3034,-147.791,-12.93,275
15,156.013,-214.733,-6.85,275,23.7617,-80.9707,-4.61121,1,0,0,2,138,48.4091,-148.988,-13.12,275
15,156.013,-214.733,-6.85,275,23.7617,-80.9707,-4.61121,1,0,0,3,138,24.8035,-156.603,-14.7277,275
15,156.013,-214.733,-6.85,275,23.7617,-80.9707,-4.61121,1,0,0,4,138,1.07729e-14,-175.94,-12.55,275
16,121.269,-166.913,-12.17,275,55.3874,-48.9481,-1.08926,1,0,0,0,138,121.269,-166.913,-12.17,275
16,121.269,-166.913,-12.17,275,55.3874,-48.9481,-1.08926,1,0,0,1,138,74.7427,-146.691,-12.93,275
16,121.269,-166.913,-12.17,275,55.3874,-48.9481,-1.08926,1,0,0,2,138,48.2329,-148.446,-13.12,275
16,121.269,-166.913,-12.17,275,55.3874,-48.9481,-1.08926,1,0,0,3,138,24.9521,-157.541,-13.12,275
16,121.269,-166.913,-12.17,275,55.3874,-48.9481,-1.08926,1,0,0,4,138,1.08194e-14,-176.7,-12.55,275
17,118.431,-163.006,-12.17,275,62.7618,-50.3696,-1.23434,1,0,0,0,138,118.431,-163.006,-12.17,275
17,118.431,-163.006,-12.17,275,62.7618,-50.3696,-1.23434,1,0,0,1,138,73.3626,-143.982,-12.93,275
17,118.431,-163.006,-12.17,275,62.7618,-50.3696,-1.23434,1,0,0,2,138,46.9999,-144.651,-13.12,275
17,118.431,-163.006,-12.17,275,62.7618,-50.3696,-1.23434,1,0,0,3,138,24.0604,-151.911,-13.12,275
17,118.431,-163.006,-12.17,275,62.7618,-50.3696,-1.23434,1,0,0,4,138,1.03321e-14,-168.741,-12.55,275
18,115.44,-158.889,-12.17,275,88.2963,-43.8435,16.5413,1,0,0,0,138,115.44,-158.889,-12.17,275
18,115.44,-158.889,-12.17,275,88.2963,-43.8435,16.5413,1,0,0,1,138,75.3034,-147.791,-5.14,275
18,115.44,-158.889,-12.17,275,88.2963,-43.8435,16.5413,1,0,0,2,138,48.4091,-148.988,-5.14,275
18,115.44,-158.889,-12.17,275,88.2963,-43.8435,16.5413,1,0,0,3,138,24.8035,-156.603,-5.14,275
18,115.44,-158.889,-12.17,275,88.2963,-43.8435,16.5413,1,0,0,4,138,1.07729e-14,-175.94,-4.57,275
19,162.125,-223.146,-13.31,275,17.6752,-84.8415,5.68195,1,0,0,0,138,162.125,-223.146,-13.31,275
19,162.125,-223.146,-13.31,275,17.6752,-84.8415,5.68195,1,0,0,1,138,74.7427,-146.691,-5.14,275
19,162.125,-223.146,-13.31,275,17.6752,-84.8415,5.68195,1,0,0,2,138,48.2329,-148.446,-5.14,275
19,162.125,-223.146,-13.31,275,17.6752,-84.8415,5.68195,1,0,0,3,138,24.9521,-157.541,-5.14,275
19,162.125,-223.146,-13.31,275,17.6752,-84.8415,5.68195,1,0,0,4,138,1.08194e-14,-176.7,-4.57,275
20,156.013,-214.733,-13.31,275,22.8954,-84.0015,6.15696,1,0,0,0,138,156.013,-214.733,-13.31,275
20,156.013,-214.733,-13.31,275,22.8954,-84.0015,6.15696,1,0,0,1,138,73.3626,-143.982,-5.14,275
20,156.013,-214.733,-13.31,275,22.8954,-84.0015,6.15696,1,0,0,2,138,46.9999,-144.651,-5.14,275
20,156.013,-214.733,-13.31,275,22.8954,-84.0015,6.15696,1,0,0,3,138,24.0604,-151.911,-5.14,275
20,156.013,-214.733,-13.31,275,22.8954,-84.0015,6.15696,1,0,0,4,138,1.03321e-14,-168.741,-4.57,275
21,121.269,-166.913,-47.51,275,61.7744,-49.9453,3.58882,1,0,0,0,138,121.269,-166.913,-47.51,275
21,121.269,-166.913,-47.51,275,61.7744,-49.9453,3.58882,1,0,0,1,138,75.3034,-147.791,-45.23,275
21,121.269,-166.913,-47.51,275,61.7744,-49.9453,3.58882,1,0,0,2,138,48.4091,-148.988,-43.71,275
21,121.269,-166.913,-47.51,275,61.7744,-49.9453,3.58882,1,0,0,3,138,24.9521,-157.541,-42.19,275
21,121.269,-166.913,-47.51,275,61.7744,-49.9453,3.58882,1,0,0,4,138,1.08194e-14,-176.7,-39.91,275
22,118.431,-163.006,-47.51,275,63.4806,-46.0919,3.78878,1,0,0,0,138,118.431,-163.006,-47.51,275
22,118.431,-163.006,-47.51,275,63.4806,-46.0919,3.78878,1,0,0,1,138,74.7427,-146.691,-45.23,275
22,118.431,-163.006,-47.51,275,63.4806,-46.0919,3.78878,1,0,0,2,138,48.2329,-148.446,-43.71,275
22,118.431,-163.006,-47.51,275,63.4806,-46.0919,3.78878,1,0,0,3,138,24.8035,-156.603,-42.19,275
22,118.431,-163.006,-47.51,275,63.4806,-46.0919,3.78878,1,0,0,4,138,1.07729e-14,-175.94,-39.91,275
23,115.44,-158.889,-47.51,275,73.9352,-47.4903,4.44854,1,0,0,0,138,115.44,-158.889,-47.51,275
23,115.44,-158.889,-47.51,275,73.9352,-47.4903,4.44854,1,0,0,1,138,73.3626,-143.982,-45.23,275
23,115.44,-158.889,-47.51,275,73.9352,-47.4903,4.44854,1,0,0,2,138,46.9999,-144.651,-43.71,275
23,115.44,-158.889,-47.51,275,73.9352,-47.4903,4.44854,1,0,0,3,138,24.0604,-151.911,-42.19,275
23,115.44,-158.889,-47.51,275,73.9352,-47.4903,4.44854,1,0,0,4,138,1.03321e-14,-168.741,-39.91,275
24,-228.664,74.2975,66.32,277.5,88.3076,0.788394,-0.104855,1,0,0,0,735,-228.664,74.2975,66.32,277.5
24,-228.664,74.2975,66.32,277.5,88.3076,0.788394,-0.104855,1,0,0,1,735,-238.457,-121.5,66.7,277.5
24,-228.664,74.2975,66.32,277.5,88.3076,0.788394,-0.104855,1,0,0,2,735,-131.415,-42.6992,60.43,277.5
24,-228.664,74.2975,66.32,277.5,88.3076,0.788394,-0.104855,1,0,0,3,735,-129.392,-20.4937,70.12,280
24,-228.664,74.2975,66.32,277.5,88.3076,0.788394,-0.104855,1,0,0,4,735,-132.715,-1.62524e-14,69.74,280
25,-233.359,-118.902,66.7,277.5,-87.0867,12.4844,-3.69021,1,0,0,0,735,-233.359,-118.902,66.7,277.5
25,-233.359,-118.902,66.7,277.5,-87.0867,12.4844,-3.69021,1,0,0,1,735,-123.328,-40.0718,60.43,277.5
25,-233.359,-118.902,66.7,277.5,-87.0867,12.4844,-3.69021,1,0,0,2,735,-121.698,-19.2751,65.94,280
25,-233.359,-118.902,66.7,277.5,-87.0867,12.4844,-3.69021,1,0,0,3,735,-124.545,-1.52519e-14,66.51,280
25,-233.359,-118.902,66.7,277.5,-87.0867,12.4844,-3.69021,1,0,0,4,735,-132.812,21.0353,69.17,280
26,-238.457,-121.5,64.42,277.5,-88.9098,8.77028,3.49732,1,0,0,0,735,-238.457,-121.5,64.42,277.5
26,-238.457,-121.5,64.42,277.5,-88.9098,8.77028,3.49732,1,0,0,1,735,-131.415,-42.6992,70.12,280
26,-238.457,-121.5,64.42,277.5,-88.9098,8.77028,3.49732,1,0,0,2,735,-129.392,-20.4937,65.94,280
26,-238.457,-121.5,64.42,277.5,-88.9098,8.77028,3.49732,1,0,0,3,735,-132.715,-1.62524e-14,66.51,280
26,-238.457,-121.5,64.42,277.5,-88.9098,8.77028,3.49732,1,0,0,4,735,-143.199,22.6804,67.08,280
27,-233.359,-118.902,64.42,277.5,-87.0867,12.4844,3.35474,1,0,0,0,735,-233.359,-118.902,64.42,277.5
27,-233.359,-118.902,64.42,277.5,-87.0867,12.4844,3.35474,1,0,0,1,735,-123.328,-40.0718,70.12,280
27,-233.359,-118.902,64.42,277.5,-87.0867,12.4844,3.35474,1,0,0,2,735,-121.698,-19.2751,70.12,280
27,-233.359,-118.902,64.42,277.5,-87.0867,12.4844,3.35474,1,0,0,3,735,-124.545,-1.52519e-14,69.74,280
27,-233.359,-118.902,64.42,277.5,-87.0867,12.4844,3.35474,1,0,0,4,735,-161.347,52.4248,66.32,280
28,-138.419,100.567,86.27,277.5,-30.208,-51.6352,-7.72281,1,0,0,0,647,-138.419,100.567,86.27,277.5
28,-138.419,100.567,86.27,277.5,-30.208,-51.6352,-7.72281,1,0,0,1,647,-157.126,80.0599,89.88,275
28,-138.419,100.567,86.27,277.5,-30.208,-51.6352,-7.72281,1,0,0,2,647,-220.882,160.48,102.13,275
28,-138.419,100.567,86.27,277.5,-30.208,-51.6352,-7.72281,1,0,0,3,647,-129.48,129.48,113.91,280
28,-138.419,100.567,86.27,277.5,-30.208,-51.6352,-7.72281,1,0,0,4,647,-138.419,100.567,113.53,280
28,-138.419,100.567,86.27,277.5,-30.208,-51.6352,-7.72281,1,0,0,5,647,-160.652,81.8562,113.34,280
28,-138.419,100.567,86.27,277.5,-30.208,-51.6352,-7.72281,1,0,0,6,647,-220.882,160.48,109.73,277.5
28,-138.419,100.567,86.27,277.5,-30.208,-51.6352,-7.72281,1,0,0,7,647,-182.542,182.542,108.78,280
29,-127.882,127.882,83.8,277.5,41.2422,-59.4482,-2.40936,1,0,0,0,647,-127.882,127.882,83.8,277.5
29,-127.882,127.882,83.8,277.5,41.2422,-59.4482,-2.40936,1,0,0,1,735,-263.624,41.754,92.4364,280
29,-127.882,127.882,83.8,277.5,41.2422,-59.4482,-2.40936,1,0,0,2,647,-257.607,131.257,100.61,277.5
29,-127.882,127.882,83.8,277.5,41.2422,-59.4482,-2.40936,1,0,0,3,647,-218.884,159.028,102.13,277.5
29,-127.882,127.882,83.8,277.5,41.2422,-59.4482,-2.40936,1,0,0,4,647,-123.457,123.457,113.91,280
30,-186.878,186.878,103.08,280,59.0845,-2.65715,-1.49868,1,0,0,0,647,-186.878,186.878,103.08,280
30,-186.878,186.878,103.08,280,59.0845,-2.65715,-1.49868,1,0,0,1,647,-255.009,129.933,100.61,277.5
30,-186.878,186.878,103.08,280,59.0845,-2.65715,-1.49868,1,0,0,2,647,-129.811,94.3131,97.29,277.5
30,-186.878,186.878,103.08,280,59.0845,-2.65715,-1.49868,1,0,0,3,647,-186.878,186.878,116.19,280
30,-186.878,186.878,103.08,280,59.0845,-2.65715,-1.49868,1,0,0,4,965,-255.009,129.933,121.86,280
31,-129.811,94.3131,86.27,275,-26.5062,-48.3174,3.555,1,0,0,0,647,-129.811,94.3131,86.27,275
31,-129.811,94.3131,86.27,275,-26.5062,-48.3174,3.555,1,0,0,1,647,-244.803,124.733,100.61,277.5
31,-129.811,94.3131,86.27,275,-26.5062,-48.3174,3.555,1,0,0,2,647,-229.182,166.511,94.25,277.5
31,-129.811,94.3131,86.27,275,-26.5062,-48.3174,3.555,1,0,0,3,647,-122.276,122.276,113.91,280
31,-129.811,94.3131,86.27,275,-26.5062,-48.3174,3.555,1,0,0,4,647,-131.963,95.8766,113.53,280
32,-182.542,182.542,103.08,280,48.3761,-1.5479,0.489713,1,0,0,0,647,-182.542,182.542,103.08,280
32,-182.542,182.542,103.08,280,48.3761,-1.5479,0.489713,1,0,0,1,647,-237.521,121.023,100.61,277.5
32,-182.542,182.542,103.08,280,48.3761,-1.5479,0.489713,1,0,0,2,647,-138.419,100.567,104.98,280
32,-182.542,182.542,103.08,280,48.3761,-1.5479,0.489713,1,0,0,3,647,-182.542,182.542,116.19,280
32,-182.542,182.542,103.08,280,48.3761,-1.5479,0.489713,1,0,0,4,965,-237.521,121.023,122.353,280
32,-182.542,182.542,103.08,280,48.3761,-1.5479,0.489713,1,0,0,5,647,-138.419,100.567,124.93,280
32,-182.542,182.542,103.08,280,48.3761,-1.5479,0.489713,1,0,0,6,647,-129.48,129.48,122.65,280
33,-127.882,127.882,95.77,280,-2.81195,-43.8717,-2.24738,1,0,0,0,647,-127.882,127.882,95.77,280
33,-127.882,127.882,95.77,280,-2.81195,-43.8717,-2.24738,1,0,0,1,647,-138.419,100.567,97.29,280
33,-127.882,127.882,95.77,280,-2.81195,-43.8717,-2.24738,1,0,0,2,647,-222.187,113.21,100.61,277.5
33,-127.882,127.882,95.77,280,-2.81195,-43.8717,-2.24738,1,0,0,3,647,-214.733,156.013,102.13,277.5
33,-127.882,127.882,95.77,280,-2.81195,-43.8717,-2.24738,1,0,0,4,647,-129.48,129.48,106.12,280
33,-127.882,127.882,95.77,280,-2.81195,-43.8717,-2.24738,1,0,0,5,647,-138.419,100.567,103.27,280
33,-127.882,127.882,95.77,280,-2.81195,-43.8717,-2.24738,1,0,0,6,647,-160.652,81.8562,101.078,280
33,-127.882,127.882,95.77,280,-2.81195,-43.8717,-2.24738,1,0,0,7,647,-179.742,179.742,73.73,277.5
34,-129.48,129.48,104.03,280,12.2025,-40.4849,0.932515,1,0,0,0,647,-129.48,129.48,104.03,280
34,-129.48,129.48,104.03,280,12.2025,-40.4849,0.932515,1,0,0,1,647,-131.963,95.8766,103.27,280
34,-129.48,129.48,104.03,280,12.2025,-40.4849,0.932515,1,0,0,2,647,-221.407,112.812,100.61,277.5
34,-129.48,129.48,104.03,280,12.2025,-40.4849,0.932515,1,0,0,3,647,-207.201,150.541,102.13,277.5
34,-129.48,129.48,104.03,280,12.2025,-40.4849,0.932515,1,0,0,4,647,-123.457,123.457,106.12,280
35,-115.205,115.205,95.77,277.5,-10.3266,-39.6144,-3.62484,1,0,0,0,647,-115.205,115.205,95.77,277.5
35,-115.205,115.205,95.77,277.5,-10.3266,-39.6144,-3.62484,1,0,0,1,647,-159.303,81.169,101.078,280
35,-115.205,115.205,95.77,277.5,-10.3266,-39.6144,-3.62484,1,0,0,2,647,-200.592,145.738,102.13,277.5
35,-115.205,115.205,95.77,277.5,-10.3266,-39.6144,-3.62484,1,0,0,3,647,-118.922,118.922,113.91,280
35,-115.205,115.205,95.77,277.5,-10.3266,-39.6144,-3.62484,1,0,0,4,647,-133.654,97.1051,113.53,280
35,-115.205,115.205,95.77,277.5,-10.3266,-39.6144,-3.62484,1,0,0,5,647,-175.634,175.634,116.19,280
36,-157.634,80.3187,101.078,280,-46.2761,-19.1347,6.69225,1,0,0,0,647,-157.634,80.3187,101.078,280
36,-157.634,80.3187,101.078,280,-46.2761,-19.1347,6.69225,1,0,0,1,647,-134.73,97.8868,104.98,280
36,-157.634,80.3187,101.078,280,-46.2761,-19.1347,6.69225,1,0,0,2,647,-186.878,186.878,108.78,280
36,-157.634,80.3187,101.078,280,-46.2761,-19.1347,6.69225,1,0,0,3,647,-237.521,121.023,113.15,280
36,-157.634,80.3187,101.078,280,-46.2761,-19.1347,6.69225,1,0,0,4,647,-134.73,97.8868,113.53,280
37,-175.634,175.634,103.08,280,54.9764,-17.904,1.15886,1,0,0,0,647,-175.634,175.634,103.08,280
37,-175.634,175.634,103.08,280,54.9764,-17.904,1.15886,1,0,0,1,965,-257.607,131.257,105.17,280
37,-175.634,175.634,103.08,280,54.9764,-17.904,1.15886,1,0,0,2,647,-133.654,97.1051,104.98,280
37,-175.634,175.634,103.08,280,54.9764,-17.904,1.15886,1,0,0,3,647,-175.634,175.634,108.78,280
37,-175.634,175.634,103.08,280,54.9764,-17.904,1.15886,1,0,0,4,647,-257.607,131.257,109.35,280
38,-122.276,122.276,104.03,280,-7.13538,-45.946,1.26374,1,0,0,0,647,-122.276,122.276,104.03,280
38,-122.276,122.276,104.03,280,-7.13538,-45.946,1.26374,1,0,0,1,647,-133.654,97.1051,103.27,280
38,-122.276,122.276,104.03,280,-7.13538,-45.946,1.26374,1,0,0,2,965,-222.187,113.21,105.17,280
38,-122.276,122.276,104.03,280,-7.13538,-45.946,1.26374,1,0,0,3,647,-218.884,159.028,109.73,280
38,-122.276,122.276,104.03,280,-7.13538,-45.946,1.26374,1,0,0,4,647,-122.276,122.276,106.12,280
38,-122.276,122.276,104.03,280,-7.13538,-45.946,1.26374,1,0,0,5,647,-134.73,97.8868,103.27,280
38,-122.276,122.276,104.03,280,-7.13538,-45.946,1.26374,1,0,0,6,647,-160.652,81.8562,106.88,280
38,-122.276,122.276,104.03,280,-7.13538,-45.946,1.26374,1,0,0,7,647,-220.882,160.48,114.86,277.5
