trackid,firstposx,firstposy,firstposz,firstpost,momx,momy,momz,charge,chi2ndf,type,hitid,muonid,recox,recoy,recoz,recot
22,-112.302,-220.404,85.7,8165,-11.1793,54.7411,-3.81849,1,0,0,4,4,-23.8948,-150.866,68.6,8162.5
22,-112.302,-220.404,85.7,8165,-11.1793,54.7411,-3.81849,1,0,0,5,4,-86.1308,-265.083,72.4,8165
22,-112.302,-220.404,85.7,8165,-11.1793,54.7411,-3.81849,1,0,0,6,4,-42.6808,-269.476,73.54,8165
23,-73.2763,-143.813,69.55,8165,59.0475,14.2258,-1.70574,1,0,0,0,4,-73.2763,-143.813,69.55,8165
23,-73.2763,-143.813,69.55,8165,59.0475,14.2258,-1.70574,1,0,0,1,4,-46.4128,-142.844,70.31,8165
23,-73.2763,-143.813,69.55,8165,59.0475,14.2258,-1.70574,1,0,0,2,4,-23.8948,-150.866,71.45,8165
23,-73.2763,-143.813,69.55,8165,59.0475,14.2258,-1.70574,1,0,0,3,4,1.06536e-14,-173.992,73.16,8165
23,-73.2763,-143.813,69.55,8165,59.0475,14.2258,-1.70574,1,0,0,4,4,-42.5805,-268.843,73.54,8165
23,-73.2763,-143.813,69.55,8165,59.0475,14.2258,-1.70574,1,0,0,5,4,-84.6353,-260.481,72.4,8165
23,-73.2763,-143.813,69.55,8165,59.0475,14.2258,-1.70574,1,0,0,6,4,-112.302,-220.404,71.45,8165
24,-48.0835,-147.986,70.31,8165,75.6071,-9.25727,-3.53348,1,0,0,0,4,-48.0835,-147.986,70.31,8165
24,-48.0835,-147.986,70.31,8165,75.6071,-9.25727,-3.53348,1,0,0,1,4,-24.4617,-154.445,71.45,8165
24,-48.0835,-147.986,70.31,8165,75.6071,-9.25727,-3.53348,1,0,0,2,4,1.04514e-14,-170.69,73.16,8165
24,-48.0835,-147.986,70.31,8165,75.6071,-9.25727,-3.53348,1,0,0,3,4,-42.5805,-268.843,78.86,8165
24,-48.0835,-147.986,70.31,8165,75.6071,-9.25727,-3.53348,1,0,0,4,4,-48.0835,-147.986,77.15,8165
24,-48.0835,-147.986,70.31,8165,75.6071,-9.25727,-3.53348,1,0,0,5,4,-23.8948,-150.866,76.2,8165
25,-118.603,-232.771,85.7,8162.5,-25.1403,50.7226,-4.20892,1,0,0,0,4,-118.603,-232.771,85.7,8162.5
25,-118.603,-232.771,85.7,8162.5,-25.1403,50.7226,-4.20892,1,0,0,1,4,-85.5436,-263.276,82.28,8162.5
25,-118.603,-232.771,85.7,8162.5,-25.1403,50.7226,-4.20892,1,0,0,2,4,-24.4617,-154.445,76.2,8165
25,-118.603,-232.771,85.7,8162.5,-25.1403,50.7226,-4.20892,1,0,0,3,4,-46.4128,-142.844,77.15,8165
25,-118.603,-232.771,85.7,8162.5,-25.1403,50.7226,-4.20892,1,0,0,4,4,-118.603,-232.771,71.45,8162.5
26,-69.3615,-136.13,91.21,8165,40.9499,9.32143,-4.77108,1,0,0,0,4,-69.3615,-136.13,91.21,8165
26,-69.3615,-136.13,91.21,8165,40.9499,9.32143,-4.77108,1,0,0,1,4,-23.8948,-150.866,96.91,8165
26,-69.3615,-136.13,91.21,8165,40.9499,9.32143,-4.77108,1,0,0,2,4,-73.2763,-143.813,91.21,8165
26,-69.3615,-136.13,91.21,8165,40.9499,9.32143,-4.77108,1,0,0,3,4,-24.4617,-154.445,96.91,8165
26,-69.3615,-136.13,91.21,8165,40.9499,9.32143,-4.77108,1,0,0,4,4,-44.5927,-137.242,94.915,8165
26,-69.3615,-136.13,91.21,8165,40.9499,9.32143,-4.77108,1,0,0,5,4,-78.4881,-154.042,91.21,8165
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,0,3,-274.042,-3.35594e-14,26.23,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,1,3,-251.461,39.8274,31.17,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,2,3,-222.98,72.4506,35.92,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,3,3,-191.21,97.4264,40.1,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,4,3,-158.474,115.138,43.52,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,5,3,-126.088,126.088,46.56,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,6,3,-95.5416,131.502,49.41,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,7,3,-67.7065,132.882,51.88,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,8,3,-42.5545,130.969,54.0612,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,9,3,-20.0776,126.765,56.06,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,10,3,-1.94481e-14,120.935,58.15,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,11,3,18.0564,114.004,59.86,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,12,3,34.3766,105.8,61.57,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,13,3,49.2966,96.7499,63.09,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,14,3,63.0429,86.7711,64.8,10505
27,-274.042,-3.35594e-14,26.23,10505,79.5909,182.119,-21.4065,1,0,0,15,3,73.6911,73.6911,66.7,10505
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,0,7,-44.0778,-278.296,-20.72,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,1,7,-84.5749,-260.295,-22.43,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,2,7,-120.673,-236.834,-24.14,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,3,7,-151.881,-209.046,-25.85,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,4,7,-177.876,-177.876,-27.18,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,5,7,-198.286,-144.063,-28.7,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,6,7,-213.133,-108.597,-30.03,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,7,7,-222.528,-72.3038,-31.55,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,8,7,-226.689,-35.9041,-32.88,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,9,7,-226.095,-2.76877e-14,-34.02,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,10,7,-220.496,34.9232,-35.16,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,11,7,-210.331,68.3407,-36.3,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,12,7,-196.035,99.8847,-37.25,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,13,7,-177.842,129.21,-38.39,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,14,7,-155.928,155.928,-39.72,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,15,7,-130.55,179.687,-40.67,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,16,7,-101.955,200.098,-41.62,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,17,7,-70.3173,216.414,-42.76,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,18,7,-36.0527,227.628,-44.47,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,19,7,-3.73371e-14,232.175,-46.18,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,20,7,36.231,228.754,-47.89,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,21,7,102.041,200.267,-52.07,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,22,7,128.093,176.305,-54.16,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,23,7,148.454,148.454,-56.44,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,24,7,161.856,117.595,-58.91,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,25,7,168.699,85.9563,-61.38,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,26,7,169.667,55.1281,-63.66,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,27,7,165.423,26.2004,-65.56,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,28,7,156.554,-0,-67.84,20665
28,-44.0778,-278.296,-20.72,20665,-234.777,82.5513,9.59226,1,0,0,29,7,144.593,-22.9012,-69.93,20665
